web-scraper-order,web-scraper-start-url,titulo,precio,mets
1620503037-8620,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/terreno/for-sale/,"Terrenos Desde 106,98 Mts2 en Zona Privilegiada de Queretaro con Amenidades Jpc","$465,042",106 m²
1620502963-8311,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/el-pueblito-centro/terreno/for-sale/?page=1,"Terreno 160 M2, ESCRITURADO, VENTA, CAÑADAS DE ARROYO","$812,000",160 m²
1620503079-8780,https://www.lamudi.com.mx/queretaro-arteaga/juriquilla-1/terreno/for-sale/?page=1,Precioso Terreno en Juriquilla Quéretaro,"$590,000",137 m²
1620502949-8238,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/el-pueblito-centro/terreno/for-sale/?page=3,Terreno en Venta en Pueblo Nuevo,"$4,703,826",712 m²
1620503030-8584,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?page=1,"Terreno en Venta, en Cumbres del Lago, con proyecto Arquitectónico","$1,780,000",270 m²
1620502932-8186,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?page=1,Dos excelentes terrenos en Milenio III,"$1,190,000",190 m²
1620503058-8707,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?page=2,¡¡ EXCELENTE TERRENO DE 2400M2 EN VENTA UBICADO EN JURICA !!,"$5,000",2400 m²
1620502899-8060,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?page=2,TERRENO EN VENTA PLANO  DE 955M2 UBICADO EN EL CAMPANARIO,"$8,119,000",955 m²
1620502877-7955,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?page=5,"Terreno en Venta en El Campanario, Querétaro","$6,990,000",659 m²
1620503016-8523,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?page=3,Venta. Terreno Comercial de Amplio Espacio - Cumbres del Lago,"$1,645,150",253 m²
1620502963-8318,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/el-pueblito-centro/terreno/for-sale/?page=1,"Terrenos Residenciales Ciudad Maderas Sur I y II - Corregidora - Querétaro desde $4,5...","$509,600",112 m²
1620503065-8721,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?page=1,VENTA DE TERRENO EN JURICA QUERETARO,"$3,700,000",400 m²
1620502916-8121,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?page=3,"TERRENO HABITACIONAL EN VENTA, CUENTA CON DENSIDAD H3. MILENIO III QUERETARO","$3,706,895",612 m²
1620503065-8724,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?page=1,"venta de terreno con pequeña construcción, en el fraccionamiento Jurica campestre","$5,600,000",1000 m²
1620503058-8687,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?page=2,"VENTA DE TERRENO en JURICA, Querétaro 30 metros de FRENTE EXCELENTE Opcion","$5,700,000",1350 m²
1620502963-8308,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/el-pueblito-centro/terreno/for-sale/?page=1,TERRENO EN VENTA &quot;EL CONDADO &quot; QUERETARO,"$900,000",180 m²
1620502899-8052,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?page=2,Terreno en venta en El Campanario Querétaro,"$6,300,000",720 m²
1620502924-8146,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?page=2,TERRENO MILENIO III,"$3,706",612 m²
1620503016-8529,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?page=3,Terreno en Cumbres del Lago Juriquilla Querétaro Oportunidad Oferta,"$2,000,000",294 m²
1620503058-8694,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?page=2,Terreno en Venta en Jurica,"$4,300,000",616 m²
1620502949-8246,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/el-pueblito-centro/terreno/for-sale/?page=3,TERRENO EN VENTA &quot;EL CONDADO &quot; QUERETARO,"$900,000",180 m²
1620502963-8291,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/el-pueblito-centro/terreno/for-sale/?page=1,TERRENO EN VENTA EN CORREGIDORA QRO,"$1,289,561",348 m²
1620502940-8208,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/los-candiles-1/terreno/for-sale/,"Terrenos Bien Ubicado con Amenidades, Casa Club de Calidad y Ultima Generación!","$1,534,370",199 m²
1620502899-8054,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?page=2,"TERRENO EN VENTA PLANO EN EL CAMPANARIO, 700 M2","$7,200,000",700 m²
1620503000-8447,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?page=1,VENTA lote de uso mixto (habitacional y comercial) en El Refugio! RAHH,"$4,216,000",620 m²
1620503016-8528,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?page=3,"Terreno en Cumbres de Lago, Juriquilla.","$2,000,000",278 m²
1620502979-8370,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?page=4,Terreno en venta El Refugio  JGCC,"$8,700,000",1500 m²
1620502986-8410,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?page=3,"Venta terreno La Cima, Querétaro, cerca de El Refugio: alberca y casa club","$6,300",186 m²
1620503030-8586,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?page=1,"Terreno en Cumbres de lago,  regular y con magnifica vista","$1,700,000",240 m²
1620503058-8700,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?page=2,Terreno en Jurica. Inmejorable oportunidad,"$5,600,000",1000 m²
1620502949-8239,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/el-pueblito-centro/terreno/for-sale/?page=3,Terreno en Venta en Carretera a Coroneo,"$1,111,000",485 m²
1620503079-8785,https://www.lamudi.com.mx/queretaro-arteaga/juriquilla-1/terreno/for-sale/?page=1,Hermoso terreno residencial,"$1,300,000",250 m²
1620502972-8331,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?page=5,Terreno en venta en el refugio AQC,"$1,960,400",270 m²
1620502993-8432,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?page=2,¡OPORTUNIDAD! TERREN EN VENTA EN LA ESPIGA QUERÉTARO,"$1,900,000",375 m²
1620502924-8142,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?page=2,TERRENO EN VENTA 164M2 EN MILENIO III,"$1,090,000",164 m²
1620503071-8767,https://www.lamudi.com.mx/queretaro-arteaga/juriquilla-1/terreno/for-sale/?page=2,"TERRENO EN VENTA EN LOMA BONITA, QUERÉTARO","$3,500,000",1257 m²
1620502877-7979,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?page=5,Oportunidad de terreno con suelo comercial en Lomas del Marques! JGJ,"$6,773,664",2116 m²
1620502916-8110,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?page=3,"Venta de terreno habitacional en Milenio III, Querétaro","$3,716,454",614 m²
1620503037-8609,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/terreno/for-sale/,Terreno en Venta en Centro Sur,"$3,267,653",386 m²
1620503071-8772,https://www.lamudi.com.mx/queretaro-arteaga/juriquilla-1/terreno/for-sale/?page=2,VENTA DE TERRENO EN LOMA BONITA,"$1,200,000",346 m²
1620503023-8542,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?page=2,Terreno en venta Cumbres del Lago,"$1,174,500",270 m²
1620502908-8076,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?page=1,VENTA DE TERRENO EN EL CAMPANARIO,"$8,500,000",800 m²
1620502924-8138,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?page=2,Terreno en Venta Milenio III Querétaro,"$789,500",138 m²
1620503023-8549,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?page=2,"Terreno en Venta en Juriquilla, Queretaro","$1,290,000",270 m²
1620502899-8050,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?page=2,TERRENO EN VENTA EN EL CAMPANARIO QUERÉTARO,"$6,800,000",600 m²
1620502916-8118,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?page=3,TERRENO EN VENTA EN MILENIO III DE 612.71 M2,"$3,716,454",614 m²
1620502963-8294,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/el-pueblito-centro/terreno/for-sale/?page=1,Se vende TERRENO en La Cueva,"$600,000",705 m²
1620502940-8200,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/los-candiles-1/terreno/for-sale/,Lotes Residenciales en Queretaro con 5 mil pesos de enganche,"$5,000",115 m²
1620503065-8731,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?page=1,VENTA DE TERRENO EN JURICA QUERETARO,"$6,316,800",1128 m²
1620503023-8546,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?page=2,"Gran Terreno en Cumbres del Lago - 270 m2, Único - Para hacer tu nuevo hogar.","$1,475,000",270 m²
1620502972-8337,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?page=5,Terreno en El Refugio de 122 mts2 y amenidades! RAHQRO 20-524,"$1,450,000",122 m²
1620503079-8786,https://www.lamudi.com.mx/queretaro-arteaga/juriquilla-1/terreno/for-sale/?page=1,Precioso terreno en colinas de Juriquilla,"$1,700,000",290 m²
1620503052-8679,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?page=3,¡¡ EXCELENTE TERRENO DE 2400M2 EN VENTA UBICADO EN JURICA !!,"$5,000",2400 m²
1620502993-8413,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?page=2,"Venta terreno Querétaro, La Cima Residencial: casa club y alberca","$1,077,300",171 m²
1620503065-8725,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?page=1,Terreno en venta Jurica,"$3,500,000",600 m²
1620503071-8768,https://www.lamudi.com.mx/queretaro-arteaga/juriquilla-1/terreno/for-sale/?page=2,TERRENO EN VENTA EN LOMA BONITA QUERETARO,"$3,700,000",1189 m²
1620502949-8255,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/el-pueblito-centro/terreno/for-sale/?page=3,Terreno en Venta en Camino Real,"$2,195,000",346 m²
1620502963-8314,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/el-pueblito-centro/terreno/for-sale/?page=1,Terreno en Venta en Carretera a Coroneo,"$970,000",423 m²
1620503071-8773,https://www.lamudi.com.mx/queretaro-arteaga/juriquilla-1/terreno/for-sale/?page=2,"¡¡ EXCELENTE TERRENO DE 20,000M2 EN VENTA UBICADO EN QUINTAS LA HACIENDA !!","$1,500",20000 m²
1620503000-8468,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?page=1,"Venta terreno Residencial La Cima, Querétaro: salón de eventos y alberca","$1,197,000",190 m²
1620502877-7956,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?page=5,"El Campanario, extraordinario terreno residencial para la venta. FVR","$6,900,000",653 m²
1620503030-8574,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?page=1,"Terreno en Venta en Cumbres del Lago, Juriquilla","$1,550,000",272 m²
1620502955-8275,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/el-pueblito-centro/terreno/for-sale/?page=2,Terreno en venta en Queretaro Corregidora en condominio Carlota Hacienda,"$1,661,000",237 m²
1620502908-8084,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?page=1,¡¡ HERMOSO TERRENO EN ESQUINA DE 841M2 UBICADO EN EL CAMPANARIO !!,"$7,140,000",841 m²
1620503023-8544,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?page=2,EXCELENTE TERRENO EN VENTA EN ESQUINA,"$2,995,200",416 m²
1620503016-8503,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?page=3,"EXCELENTE TERRENO EN VENTA EN CUMBRES DEL LAGO JURIQUILLA, 270 m2  ¡R E M A T E!","$1,242,000",270 m²
1620502940-8224,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/los-candiles-1/terreno/for-sale/,El Pueblito - Terreno habitacional. Residencial con amenidades,"$348,783",126 m²
1620503030-8578,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?page=1,TERRENO EN VENTA EN CUMBRES DEL LAGO DE 270 m2,"$1,174,500",270 m²
1620502908-8079,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?page=1,Terreno en Venta  El Campanario de Guadalupe Queretaro,"$6,985,730",735 m²
1620503043-8637,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/terreno/for-sale/,Terreno en Venta en Colonia El Mirador,"$700,000",133 m²
1620503030-8577,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?page=1,Terreno en Venta en Cumbres del Lago,"$1,645,150",253 m²
1620502916-8133,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?page=3,Milenio 3era Sección - Terreno con Sótano en Venta,"$2,283,645",351 m²
1620503079-8797,https://www.lamudi.com.mx/queretaro-arteaga/juriquilla-1/terreno/for-sale/?page=1,"JURIQUILLA Campestre, Terreno en Venta","$1,100,000",306 m²
1620502892-8037,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?page=3,El Campanario,"$6,950,000",735 m²
1620503008-8480,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?page=4,"Se Vende Terreno de 311.40 m2 En Cumbres del Lago, de OPORTUNIDAD","$1,619,000",311 m²
1620503037-8601,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/terreno/for-sale/,Terreno Venta  Querétaro cerca CENTRO SUR KM 17 Aproximado,"$1,800,000",1500 m²
1620502908-8103,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?page=1,Terreno en mega desarrollo ubicado en El Campanario de 726 mts2! RAHQRO,"$6,467,523",726 m²
1620502986-8407,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?page=3,Querétaro Sobre Fray Junípero Serra Terreno 1500m2  Esquina 2 Frentes  CMC21-24,"$8,700,000",1500 m²
1620502908-8078,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?page=1,TERRENO EN VENTA EN FRACCIONAMIENTO  EL CAMPANARIO,"$8,200,000",747 m²
1620502932-8181,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?page=1,"VENTA TERRENO - Milenio III, Senda de la Girola (Uso de suelo H3)","$2,900,000",580 m²
1620502940-8217,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/los-candiles-1/terreno/for-sale/,"TERRENO EN VENTA, QUERÉTARO","$900,000",191 m²
1620503023-8536,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?page=2,Excelente terreno en venta en Cumbres del Lago,"$3,500,000",427 m²
1620503043-8640,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/terreno/for-sale/,TERRENO RESIDENCIAL EN EL MIRADOR QRO.   CMC #20-1645,"$710,899",165 m²
1620503065-8745,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?page=1,Terreno en Venta con Casa en Jurica Queretaro,"$5,600,000",1000 m²
1620502986-8401,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?page=3,Terreno en Venta en Fuentes Residencial en Queretaro.,"$1,519,980",276 m²
1620503052-8665,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?page=3,OPORTUNIDAD DE TERRENO EN VENTA EN JURICA,"$4,312,000",616 m²
1620502924-8150,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?page=2,TERRENO EN VENTA EN MILENIO III QUERÉTARO,"$1,250,000",163 m²
1620502949-8245,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/el-pueblito-centro/terreno/for-sale/?page=3,"Terreno 160 M2, ESCRITURADO, VENTA, CAÑADAS DE ARROYO","$812,000",160 m²
1620503016-8525,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?page=3,Terreno en Venta en Cumbres del Lago Juriquilla,"$1,595,000",270 m²
1620502877-7980,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?page=5,Excelente Terreno en Venta Sobre Av. Paseo de los Claustros,"$8,150,000",788 m²
1620502972-8344,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?page=5,Venta de Precioso Terreno Plano. El Refugio. Querétaro,"$1,200,000",168 m²
1620503071-8774,https://www.lamudi.com.mx/queretaro-arteaga/juriquilla-1/terreno/for-sale/?page=2,VENTA TERRENO COLONIA LORCA DE USO COMERCIAL EN QUERETARO / TI-A,"$4,500,000",1050 m²
1620502932-8170,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?page=1,"Se Vende Terreno en Milenio III, 255 m2, Esquina, Calle Abierta, Ubicadísimo !","$1,980,000",255 m²
1620502955-8268,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/el-pueblito-centro/terreno/for-sale/?page=2,Venta Terreno El Condado Corregidora Queretaro / TI- c,"$860,704",165 m²
1620502885-8000,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?page=4,LOTE RESIDENCIAL LOMAS DEL CAMPANARIO IV,"$3,924,479",301 m²
1620502993-8440,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?page=2,venta de terreno residencial el refugio,"$1,778,000",258 m²
1620502993-8414,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?page=2,"El Refugio, lote en desarrollo residencial. Entrega Abril 2020. FVR","$1,450,000",122 m²
1620502955-8271,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/el-pueblito-centro/terreno/for-sale/?page=2,“DONDE LOS SUEÑOS SE HACEN REALIDAD”… TERRENOS RESIDENCIALES AL MEJOR PRECIO DE LA ZO...,"$3,093,200",1628 m²
1620502972-8341,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?page=5,Anillo Vial Fray Junípero Serra. Terreno de Uso Mixto en Venta SRM 21-142,"$6,620,752",974 m²
1620502963-8307,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/el-pueblito-centro/terreno/for-sale/?page=1,Terreno de 222 m2 en venta en Fracc. Carlota,"$1,400,000",222 m²
1620503065-8727,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?page=1,En venta Terreno para inversionistas de 248 mts en lugar de alta plusvalía jpc,"$1,534,623",248 m²
1620503016-8512,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?page=3,Venta de Terreno en Cumbres del lago,"$1,758,906",253 m²
1620503023-8555,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?page=2,Terrenos en venta Queretaro  Lago de Juriquilla,"$1,825,750",250 m²
1620503023-8559,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?page=2,TERRENO HABITACIONAL EN VENTA EN JURIQUILLA EN FRACC. PRIVADO CON VIGILANCIA,"$2,044,500",300 m²
1620503079-8788,https://www.lamudi.com.mx/queretaro-arteaga/juriquilla-1/terreno/for-sale/?page=1,SE VENDE TERRENO RESIDENCIAL EN QUERÉTARO,"$1,350,000",313 m²
1620503052-8673,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?page=3,"VENTA DE TERRENO EN QUERÉTARO, HACIENDA JURICA, PLANO DE 600 m2 Y BARDEADO.","$3,900,000",600 m²
1620503037-8598,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/terreno/for-sale/,Terreno en venta Centro Sur JRH,"$3,426,114",357 m²
1620503071-8760,https://www.lamudi.com.mx/queretaro-arteaga/juriquilla-1/terreno/for-sale/?page=2,"LOTE EN VENTA EN SAN MIGUEL DE ALLENDE DE 11,818.00 M2","$2,363,600",11818 m²
1620503052-8680,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?page=3,terreno en esquina  de  616m2  en Jurica   se  vende a  $7000 x m2  aprovecha  esta  ...,"$7,000",616 m²
1620502963-8315,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/el-pueblito-centro/terreno/for-sale/?page=1,Lo mejor de Querétaro para el desarrollo de tus proyectos - Venta de Terreno,"$2,800,000",400 m²
1620503071-8747,https://www.lamudi.com.mx/queretaro-arteaga/juriquilla-1/terreno/for-sale/?page=2,TERRENO EN VENTA PRESERVE JURIQUILLA,"$1,350,000",250 m²
1620502892-8027,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?page=3,Venta increíble terreno en El Campanario,"$8,300,000",800 m²
1620502940-8212,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/los-candiles-1/terreno/for-sale/,19-684 Terreno en Vista Real a precio de PREVENTA con alta plusvalía! JGJ,"$1,133,916",198 m²
1620502979-8372,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?page=4,Terreno En Venta El Refugio 21142 JL,"$6,620,752",973 m²
